wnt3wls_561_5.ptu
Correlation_time_ms	G_t	Err
0.000002400000	1.500635300110	0
0.000003600000	1.352389504851	0
0.000004800000	1.289709375627	0
0.000006000000	1.152865075090	0
0.000007200000	1.165951832334	0
0.000008400000	1.032533682932	0
0.000009600000	1.060864551799	0
0.000010800000	0.939184623301	0
0.000012000000	0.933057137299	0
0.000014400000	0.930139633990	0
0.000016800000	0.906168506643	0
0.000019200000	0.911635714188	0
0.000021600000	0.854691508456	0
0.000024000000	0.852598308085	0
0.000028800000	0.793260245393	0
0.000033600000	0.793595637520	0
0.000038400000	0.768996543723	0
0.000043200000	0.803727108467	0
0.000048000000	0.764094427119	0
0.000057600000	0.743765700035	0
0.000067200000	0.713616869709	0
0.000076800000	0.699631216646	0
0.000086400000	0.676980985457	0
0.000096000000	0.668095290514	0
0.000115200000	0.643299471281	0
0.000134400000	0.632657278495	0
0.000153600000	0.577967319874	0
0.000172800000	0.582878329359	0
0.000192000000	0.542837031382	0
0.000230400000	0.512391539847	0
0.000268800000	0.475875136054	0
0.000307200000	0.454628495581	0
0.000345600000	0.422778695961	0
0.000384000000	0.399967716200	0
0.000460800000	0.369965196292	0
0.000537600000	0.341755145775	0
0.000614400000	0.326621677505	0
0.000691200000	0.303309990072	0
0.000768000000	0.277291504703	0
0.000921600000	0.245422683706	0
0.001075200000	0.227541602033	0
0.001228800000	0.206614075978	0
0.001382400000	0.195421197465	0
0.001536000000	0.178342665512	0
0.001843200000	0.154551479430	0
0.002150400000	0.141158136805	0
0.002457600000	0.123303660078	0
0.002764800000	0.115044323797	0
0.003072000000	0.104108243433	0
0.003686400000	0.088453533378	0
0.004300800000	0.077447127902	0
0.004915200000	0.067564535231	0
0.005529600000	0.057633777233	0
0.006144000000	0.053985707024	0
0.007372800000	0.047756153753	0
0.008601600000	0.038942170865	0
0.009830400000	0.034100110500	0
0.011059200000	0.030602079428	0
0.012288000000	0.029856598733	0
0.014745600000	0.021470142911	0
0.017203200000	0.020477084627	0
0.019660800000	0.015710611803	0
0.022118400000	0.016002599078	0
0.024576000000	0.015194843906	0
0.029491200000	0.016167781502	0
0.034406400000	0.011899184616	0
0.039321600000	0.008763299924	0
0.044236800000	0.005416877466	0
0.049152000000	0.004294114689	0
0.058982400000	0.003976671771	0
0.068812800000	0.004088672726	0
0.078643200000	0.007787504638	0
0.088473600000	0.008318202573	0
0.098304000000	0.005580541966	0
0.117964800000	0.005024937347	0
0.137625600000	0.005139445079	0
0.157286400000	0.002935210241	0
0.176947200000	0.001063336311	0
0.196608000000	-0.001339934759	0
0.235929600000	0.001559716157	0
0.275251200000	0.000748053471	0
0.314572800000	-0.000419225030	0
0.353894400000	-0.001724160897	0
0.393216000000	-0.003640179686	0
0.471859200000	-0.003509112923	0
0.550502400000	0.000244628636	0
0.629145600000	0.001322271220	0
0.707788800000	-0.000480510252	0
0.786432000000	-0.001972100428	0
0.943718400000	-0.000600177287	0
1.101004800000	-0.002573063125	0
1.258291200000	0.001217501181	0
1.415577600000	0.002114568731	0
1.572864000000	0.001823834971	0
1.887436800000	-0.001832537585	0
2.202009600000	-0.000259180636	0
2.516582400000	-0.000086126687	0
2.831155200000	0.000141986587	0
3.145728000000	0.000024100053	0
3.774873600000	-0.000461584895	0
4.404019200000	0.000026181565	0
5.033164800000	-0.000681382518	0
5.662310400000	-0.000627885949	0
6.291456000000	-0.000055262783	0
7.549747200000	0.000279802963	0
8.808038400000	-0.001298995390	0
10.066329600000	-0.000100550136	0
11.324620800000	-0.000179180925	0
12.582912000000	-0.000146217922	0
15.099494400000	-0.000245701384	0
17.616076800000	-0.000169630005	0
20.132659200000	0.000634527215	0
22.649241600000	0.000111292147	0
25.165824000000	-0.000499068204	0
